App Version,Crit 00 00 00 00.00 00 00 Non Crit 00 00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Build Hash,80FA0637D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Build Number ,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parametric Version,Crit 99 99 00 00.99 00 00 Non Crit 00 00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UI Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UI Bootloader Version ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC Bootloader Version ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,.SS,UI_MachineStateEnter,UI_MachineStateExit,UI_CycleSelection,UnitSerialNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,F039,F03A,F03B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
02/15/2023,15:59:16:.343,.343,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:16:.420,.420,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:16:.518,.518,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:16:.618,.618,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:16:.722,.722,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:16:.820,.820,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:16:.920,.920,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:17:.028,.028,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:17:.140,.140,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:17:.218,.218,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:17:.335,.335,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:17:.423,.423,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
02/15/2023,15:59:17:.536,.536,01,02,04,0000000000000000000000000000000000000000000000000000000000000000
