App Version,Crit 00 00 00 00.00 00 00 Non Crit 00 00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Build Hash,80FA0637D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Build Number ,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parametric Version,Crit 99 99 00 00.99 00 00 Non Crit 00 00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UI Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UI Bootloader Version ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC Bootloader Version ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,.SS,UI_MachineStateEnter,UI_MachineStateExit,UI_CycleSelection,UnitSerialNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,F039,F03A,F03B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
02/16/2023,11:24:21:.020,.020,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.127,.127,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.223,.223,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.322,.322,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.433,.433,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.523,.523,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.623,.623,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.730,.730,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.836,.836,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:21:.924,.924,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.025,.025,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.132,.132,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.226,.226,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.325,.325,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.431,.431,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.530,.530,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.625,.625,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.728,.728,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.823,.823,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:22:.923,.923,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.029,.029,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.127,.127,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.227,.227,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.338,.338,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.429,.429,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.529,.529,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.633,.633,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.741,.741,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.823,.823,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:23:.933,.933,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.033,.033,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.123,.123,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.229,.229,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.332,.332,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.428,.428,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.534,.534,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.622,.622,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.732,.732,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.833,.833,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:24:.927,.927,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.030,.030,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.126,.126,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.234,.234,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.323,.323,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.429,.429,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.530,.530,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.625,.625,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.731,.731,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.832,.832,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:25:.924,.924,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.023,.023,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.125,.125,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.225,.225,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.323,.323,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.422,.422,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.526,.526,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.622,.622,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.722,.722,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.827,.827,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:26:.935,.935,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.033,.033,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.126,.126,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.236,.236,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.332,.332,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.430,.430,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.530,.530,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.639,.639,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.730,.730,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.827,.827,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:27:.933,.933,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.033,.033,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.125,.125,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.240,.240,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.326,.326,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.432,.432,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.532,.532,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.625,.625,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.722,.722,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
02/16/2023,11:24:28:.838,.838,01,00,03,0000000000000000000000000000000000000000000000000000000000000000
